idStudent,fullName,gender,email,phone
173320,Trần Ngọc Thy,0,std173320@sis.hust.edu.vn,0989315976
173321,Dương Quỳnh Giao,0,std173321@sis.hust.edu.vn,0989315977
173322,Phan Long Vịnh,1,std173322@sis.hust.edu.vn,0989315978
173323,Dương Việt Quốc,1,std173323@sis.hust.edu.vn,0989315979
173324,Hoàng Tuyết Vy,0,std173324@sis.hust.edu.vn,0989315980
173325,Trần Trường Phúc,1,std173325@sis.hust.edu.vn,0989315981
173326,Dương Nguyệt Ánh,0,std173326@sis.hust.edu.vn,0989315982
173327,Phạm Tuấn Long,1,std173327@sis.hust.edu.vn,0989315983
173328,Đỗ Xuân Quý,1,std173328@sis.hust.edu.vn,0989315984
173329,Đinh Thu Hậu,0,std173329@sis.hust.edu.vn,0989315985
173330,Hồ Diễm Quyên,0,std173330@sis.hust.edu.vn,0989315986
173331,Đỗ Gia Uy,1,std173331@sis.hust.edu.vn,0989315987
173332,Đinh Hoa Thiên,0,std173332@sis.hust.edu.vn,0989315988
173333,Vũ Khánh Linh,0,std173333@sis.hust.edu.vn,0989315989
173334,Đinh Quang Ninh,1,std173334@sis.hust.edu.vn,0989315990
173335,Vũ Gia Phúc,1,std173335@sis.hust.edu.vn,0989315991
173336,Đặng Lam Giang,0,std173336@sis.hust.edu.vn,0989315992
173337,Trần Bảo Uyên,0,std173337@sis.hust.edu.vn,0989315993
173338,Bùi Như Hoa,0,std173338@sis.hust.edu.vn,0989315994
173339,Đỗ Hoàng Xuân,1,std173339@sis.hust.edu.vn,0989315995
173340,Lã Thúy Hường,0,std173340@sis.hust.edu.vn,0989315996
173341,Lê Lộc Uyên,0,std173341@sis.hust.edu.vn,0989315997
173342,Đinh Bảo Sơn,1,std173342@sis.hust.edu.vn,0989315998
173343,Đỗ Hùng Ngọc,1,std173343@sis.hust.edu.vn,0989315999
173344,Nguyễn Tuấn Sỹ,1,std173344@sis.hust.edu.vn,0989316000
173345,Phan Công Sơn,1,std173345@sis.hust.edu.vn,0989316001
173346,Lý Khởi Phong,1,std173346@sis.hust.edu.vn,0989316002
173347,Ngô Uy Phong,1,std173347@sis.hust.edu.vn,0989316003
173348,Nguyễn Ái Thy,0,std173348@sis.hust.edu.vn,0989316004
173349,Võ Tâm Khanh,0,std173349@sis.hust.edu.vn,0989316005
173350,Hoàng Bảo Huỳnh,1,std173350@sis.hust.edu.vn,0989316006
173351,Bùi Ngọc Ẩn,1,std173351@sis.hust.edu.vn,0989316007
173352,Lý Nguyệt Cát,0,std173352@sis.hust.edu.vn,0989316008
173353,Đặng Đoan Thanh,0,std173353@sis.hust.edu.vn,0989316009
173354,Lê Thục Quyên,0,std173354@sis.hust.edu.vn,0989316010
173355,Hoàng Trúc Mai,0,std173355@sis.hust.edu.vn,0989316011
173356,Phùng Huyền Trâm,0,std173356@sis.hust.edu.vn,0989316012
173357,Lê Nguyên Giang,1,std173357@sis.hust.edu.vn,0989316013
173358,Hồ Bích Liên,0,std173358@sis.hust.edu.vn,0989316014
173359,Tô Việt Cường,1,std173359@sis.hust.edu.vn,0989316015
173360,Ngô Ðình Ngân,1,std173360@sis.hust.edu.vn,0989316016
173361,Tô Khánh Chi,0,std173361@sis.hust.edu.vn,0989316017
173362,Vũ Mộng Vy,0,std173362@sis.hust.edu.vn,0989316018
173363,Phan Trúc Liên,0,std173363@sis.hust.edu.vn,0989316019
173364,Trần Quang Hòa,1,std173364@sis.hust.edu.vn,0989316020
173365,Đặng Hữu Khoát,1,std173365@sis.hust.edu.vn,0989316021
173366,Nguyễn Lệ Huyền,0,std173366@sis.hust.edu.vn,0989316022
173367,Võ Việt Khải,1,std173367@sis.hust.edu.vn,0989316023
173368,Nguyễn Tấn Tài,1,std173368@sis.hust.edu.vn,0989316024
173369,Ngô Kiến Bình,1,std173369@sis.hust.edu.vn,0989316025
173370,Hồ Tiến Hoạt,1,std173370@sis.hust.edu.vn,0989316026
173371,Dương Hằng Anh,0,std173371@sis.hust.edu.vn,0989316027
173372,Võ Huy Hà,1,std173372@sis.hust.edu.vn,0989316028
173373,Hoàng Phượng Uyên,0,std173373@sis.hust.edu.vn,0989316029
173374,Lý Minh Yến,0,std173374@sis.hust.edu.vn,0989316030
173375,Lý Việt Mi,0,std173375@sis.hust.edu.vn,0989316031
173376,Võ Anh Chi,0,std173376@sis.hust.edu.vn,0989316032
173377,Võ Bạch Loan,0,std173377@sis.hust.edu.vn,0989316033
173378,Phan Duyên Mỹ,0,std173378@sis.hust.edu.vn,0989316034
173379,Ngô Anh Khải,1,std173379@sis.hust.edu.vn,0989316035
173380,Dương Ðức Khiêm,1,std173380@sis.hust.edu.vn,0989316036
173381,Trần Duy Tân,1,std173381@sis.hust.edu.vn,0989316037
173382,Phan Hồng Châu,0,std173382@sis.hust.edu.vn,0989316038
173383,Võ Quang Tài,1,std173383@sis.hust.edu.vn,0989316039
173384,Võ Thiên Ðức,1,std173384@sis.hust.edu.vn,0989316040
173385,Đinh Xuân Cung,1,std173385@sis.hust.edu.vn,0989316041
173386,Ngô Uyển My,0,std173386@sis.hust.edu.vn,0989316042
173387,Vũ Mai Anh,0,std173387@sis.hust.edu.vn,0989316043
173388,Lê Ý Lan,0,std173388@sis.hust.edu.vn,0989316044
173389,Nguyễn Hồng Lân,1,std173389@sis.hust.edu.vn,0989316045
173390,Lê Ðông Hải,1,std173390@sis.hust.edu.vn,0989316046
173391,Phùng Hạnh Phương,0,std173391@sis.hust.edu.vn,0989316047
173392,Lê Phương Anh,0,std173392@sis.hust.edu.vn,0989316048
173393,Nguyễn Mộng Hoa,0,std173393@sis.hust.edu.vn,0989316049
173394,Trần Linh Giang,0,std173394@sis.hust.edu.vn,0989316050
173395,Đinh Ngọc Phụng,0,std173395@sis.hust.edu.vn,0989316051
173396,Đinh Minh Tiến,1,std173396@sis.hust.edu.vn,0989316052
173397,Phùng Xuân Thiện,1,std173397@sis.hust.edu.vn,0989316053
173398,Đinh Lâm Tuyền,0,std173398@sis.hust.edu.vn,0989316054
173399,Phạm Quốc Tuấn,1,std173399@sis.hust.edu.vn,0989316055
173400,Võ Chí Thành,1,std173400@sis.hust.edu.vn,0989316056
173401,Đỗ Cẩm Nhung,0,std173401@sis.hust.edu.vn,0989316057
173402,Lã Bảo Thúy,0,std173402@sis.hust.edu.vn,0989316058
173403,Võ Thắng Lợi,1,std173403@sis.hust.edu.vn,0989316059
173404,Võ Thượng Nghị,1,std173404@sis.hust.edu.vn,0989316060
173405,Vũ Kim Quyên,0,std173405@sis.hust.edu.vn,0989316061
173406,Lã Trí Hào,1,std173406@sis.hust.edu.vn,0989316062
173407,Lã Tân Long,1,std173407@sis.hust.edu.vn,0989316063
173408,Lã Phương Trâm,0,std173408@sis.hust.edu.vn,0989316064
173409,Hồ Ðức Quang,1,std173409@sis.hust.edu.vn,0989316065
173410,Nguyễn Tùng Lâm,0,std173410@sis.hust.edu.vn,0989316066
173411,Ngô Ðồng Dao,0,std173411@sis.hust.edu.vn,0989316067
173412,Đặng Minh Huyền,0,std173412@sis.hust.edu.vn,0989316068
173413,Võ Hoạ Mi,0,std173413@sis.hust.edu.vn,0989316069
173414,Hồ Nhật Thịnh,1,std173414@sis.hust.edu.vn,0989316070
173415,Nguyễn Hữu Hùng,1,std173415@sis.hust.edu.vn,0989316071
173416,Đặng Hồng Thúy,0,std173416@sis.hust.edu.vn,0989316072
173417,Bùi Bình Minh,0,std173417@sis.hust.edu.vn,0989316073
173418,Hoàng Thanh Thủy,0,std173418@sis.hust.edu.vn,0989316074
173419,Phan Ngọc Thi,0,std173419@sis.hust.edu.vn,0989316075
173420,Lý Lâm Tuyền,0,std173420@sis.hust.edu.vn,0989316076
173421,Trần Trường An,1,std173421@sis.hust.edu.vn,0989316077
173422,Lý Khánh Thủy,0,std173422@sis.hust.edu.vn,0989316078
173423,Phan Lương Thiện,1,std173423@sis.hust.edu.vn,0989316079
173424,Đặng Trúc Sinh,1,std173424@sis.hust.edu.vn,0989316080
173425,Đặng Bích Hiền,0,std173425@sis.hust.edu.vn,0989316081
173426,Dương Vân Trang,0,std173426@sis.hust.edu.vn,0989316082
173427,Phạm Trung Kiên,1,std173427@sis.hust.edu.vn,0989316083
173428,Lý Thi Cầm,0,std173428@sis.hust.edu.vn,0989316084
173429,Lý Phương An,0,std173429@sis.hust.edu.vn,0989316085
173430,Ngô Khả Khanh,0,std173430@sis.hust.edu.vn,0989316086
173431,Võ Mộng Lan,0,std173431@sis.hust.edu.vn,0989316087
173432,Nguyễn Diệu Nương,0,std173432@sis.hust.edu.vn,0989316088
173433,Tô Ðình Trung,1,std173433@sis.hust.edu.vn,0989316089
173434,Tô Cam Thảo,0,std173434@sis.hust.edu.vn,0989316090
173435,Phùng Ngọc Mai,0,std173435@sis.hust.edu.vn,0989316091
173436,Phan Thúy Hường,0,std173436@sis.hust.edu.vn,0989316092
173437,Bùi Trúc Vân,0,std173437@sis.hust.edu.vn,0989316093
173438,Phùng Hải Ðường,0,std173438@sis.hust.edu.vn,0989316094
173439,Phạm Minh Khai,0,std173439@sis.hust.edu.vn,0989316095
173440,Phùng Phú Thọ,1,std173440@sis.hust.edu.vn,0989316096
173441,Hoàng Từ Dung,0,std173441@sis.hust.edu.vn,0989316097
173442,Tô Phúc Nguyên,1,std173442@sis.hust.edu.vn,0989316098
173443,Đỗ Ngọc Uyên,0,std173443@sis.hust.edu.vn,0989316099
173444,Bùi Thanh Huy,1,std173444@sis.hust.edu.vn,0989316100
173445,Đỗ Phước Thiện,1,std173445@sis.hust.edu.vn,0989316101
173446,Lê Hồng Quế,0,std173446@sis.hust.edu.vn,0989316102
173447,Đặng Hải Giang,1,std173447@sis.hust.edu.vn,0989316103
173448,Nguyễn Vân Nhi,0,std173448@sis.hust.edu.vn,0989316104
173449,Bùi Thanh Hảo,0,std173449@sis.hust.edu.vn,0989316105
173450,Phùng Nguyệt Anh,0,std173450@sis.hust.edu.vn,0989316106
173451,Phạm Hải Vân,0,std173451@sis.hust.edu.vn,0989316107
173452,Lê Hoa Liên,0,std173452@sis.hust.edu.vn,0989316108
173453,Hồ Hoàng Hải,1,std173453@sis.hust.edu.vn,0989316109
173454,Bùi Nam Nhật,1,std173454@sis.hust.edu.vn,0989316110
173455,Vũ Hằng Nga,0,std173455@sis.hust.edu.vn,0989316111
173456,Đỗ Như Quỳnh,0,std173456@sis.hust.edu.vn,0989316112
173457,Đặng Hồng Liêm,1,std173457@sis.hust.edu.vn,0989316113
173458,Tô Trường Chinh,1,std173458@sis.hust.edu.vn,0989316114
173459,Võ Thùy Dương,0,std173459@sis.hust.edu.vn,0989316115
173460,Tô Huyền Anh,0,std173460@sis.hust.edu.vn,0989316116
173461,Hoàng Thụy Uyên,0,std173461@sis.hust.edu.vn,0989316117
173462,Võ Khánh Ngọc,0,std173462@sis.hust.edu.vn,0989316118
173463,Phạm Vĩnh Hưng,1,std173463@sis.hust.edu.vn,0989316119
173464,Hoàng Mỹ Tâm,0,std173464@sis.hust.edu.vn,0989316120
173465,Lê Ngọc Ðoàn,1,std173465@sis.hust.edu.vn,0989316121
173466,Phùng Thanh Vũ,1,std173466@sis.hust.edu.vn,0989316122
173467,Lý Hải Châu,0,std173467@sis.hust.edu.vn,0989316123
173468,Dương Nguyên Bảo,1,std173468@sis.hust.edu.vn,0989316124
173469,Bùi Tuyết Hồng,0,std173469@sis.hust.edu.vn,0989316125
173470,Hồ Quốc Hòa,1,std173470@sis.hust.edu.vn,0989316126
173471,Lê Hồng Ðăng,1,std173471@sis.hust.edu.vn,0989316127
173472,Phạm Mỹ Xuân,0,std173472@sis.hust.edu.vn,0989316128
173473,Đỗ Chí Hiếu,1,std173473@sis.hust.edu.vn,0989316129
173474,Lê Cao Kỳ,1,std173474@sis.hust.edu.vn,0989316130
173475,Đinh Tuấn Minh,1,std173475@sis.hust.edu.vn,0989316131
173476,Hoàng Quang Sáng,1,std173476@sis.hust.edu.vn,0989316132
173477,Hoàng Vương Triều,1,std173477@sis.hust.edu.vn,0989316133
173478,Lý Cường Dũng,1,std173478@sis.hust.edu.vn,0989316134
173479,Trần Linh Hà,0,std173479@sis.hust.edu.vn,0989316135
173480,Phan Kiều Giang,0,std173480@sis.hust.edu.vn,0989316136
173481,Dương Công Phụng,1,std173481@sis.hust.edu.vn,0989316137
173482,Phùng Thy Trúc,0,std173482@sis.hust.edu.vn,0989316138
173483,Hoàng Quang Thuận,1,std173483@sis.hust.edu.vn,0989316139
173484,Bùi Mộc Miên,0,std173484@sis.hust.edu.vn,0989316140
173485,Bùi Thúy Loan,0,std173485@sis.hust.edu.vn,0989316141
173486,Võ Nhan Hồng,0,std173486@sis.hust.edu.vn,0989316142
173487,Lý Việt Huy,1,std173487@sis.hust.edu.vn,0989316143
173488,Dương Giáng Uyên,0,std173488@sis.hust.edu.vn,0989316144
173489,Phùng Thái Tâm,0,std173489@sis.hust.edu.vn,0989316145
173490,Bùi Tường Vi,0,std173490@sis.hust.edu.vn,0989316146
173491,Lã Xuân Phượng,0,std173491@sis.hust.edu.vn,0989316147
173492,Phan Tâm Nhi,0,std173492@sis.hust.edu.vn,0989316148
173493,Lê Hùng Dũng,1,std173493@sis.hust.edu.vn,0989316149
173494,Hồ Chí Kiên,1,std173494@sis.hust.edu.vn,0989316150
173495,Đỗ Việt Dũng,1,std173495@sis.hust.edu.vn,0989316151
173496,Ngô Thanh Nguyên,0,std173496@sis.hust.edu.vn,0989316152
173497,Hoàng Minh Quang,1,std173497@sis.hust.edu.vn,0989316153
173498,Phùng Lan Nhi,0,std173498@sis.hust.edu.vn,0989316154
173499,Lê Khắc Ninh,1,std173499@sis.hust.edu.vn,0989316155
173500,Trần Ánh Thơ,0,std173500@sis.hust.edu.vn,0989316156
173501,Nguyễn Tú Quyên,0,std173501@sis.hust.edu.vn,0989316157
173502,Nguyễn Minh Huệ,0,std173502@sis.hust.edu.vn,0989316158
173503,Đỗ Quang Nhật,1,std173503@sis.hust.edu.vn,0989316159
173504,Võ Sơn Trang,1,std173504@sis.hust.edu.vn,0989316160
173505,Hoàng Thạch Sơn,1,std173505@sis.hust.edu.vn,0989316161
173506,Trần Thi Cầm,0,std173506@sis.hust.edu.vn,0989316162
173507,Võ Quang Ninh,1,std173507@sis.hust.edu.vn,0989316163
173508,Võ Huỳnh Anh,0,std173508@sis.hust.edu.vn,0989316164
173509,Đinh Thế Lực,1,std173509@sis.hust.edu.vn,0989316165
173510,Phạm Thiên Lương,1,std173510@sis.hust.edu.vn,0989316166
173511,Ngô Phương Nghi,0,std173511@sis.hust.edu.vn,0989316167
173512,Hoàng Lương Quyền,1,std173512@sis.hust.edu.vn,0989316168
173513,Đỗ Thục Anh,0,std173513@sis.hust.edu.vn,0989316169
173514,Hoàng Gia Bảo,1,std173514@sis.hust.edu.vn,0989316170
173515,Lê Tịnh Tâm,0,std173515@sis.hust.edu.vn,0989316171
173516,Phạm Công Hào,1,std173516@sis.hust.edu.vn,0989316172
173517,Vũ Thuận Hòa,1,std173517@sis.hust.edu.vn,0989316173
173518,Đỗ Thanh Tâm,0,std173518@sis.hust.edu.vn,0989316174
173519,Trần Quang Lộc,1,std173519@sis.hust.edu.vn,0989316175
173520,Hoàng Trâm Oanh,0,std173520@sis.hust.edu.vn,0989316176
173521,Nguyễn Thuần Hậu,0,std173521@sis.hust.edu.vn,0989316177
173522,Phùng Bá Thúc,1,std173522@sis.hust.edu.vn,0989316178
173523,Đinh Tuấn Hùng,1,std173523@sis.hust.edu.vn,0989316179
173524,Lê Bạch Trà,0,std173524@sis.hust.edu.vn,0989316180
173525,Phan Chi Mai,0,std173525@sis.hust.edu.vn,0989316181
173526,Lý An Nguyên,1,std173526@sis.hust.edu.vn,0989316182
173527,Lý Vy Lan,0,std173527@sis.hust.edu.vn,0989316183
173528,Phùng Khánh Văn,1,std173528@sis.hust.edu.vn,0989316184
173529,Bùi Ðức Phú,1,std173529@sis.hust.edu.vn,0989316185
173530,Đặng Thường Xuân,1,std173530@sis.hust.edu.vn,0989316186
173531,Lã Quỳnh Ngân,0,std173531@sis.hust.edu.vn,0989316187
173532,Trần Xuân Nương,0,std173532@sis.hust.edu.vn,0989316188
173533,Phan Minh Tuấn,1,std173533@sis.hust.edu.vn,0989316189
173534,Đặng Phương Thi,0,std173534@sis.hust.edu.vn,0989316190
173535,Lê Trung Nguyên,1,std173535@sis.hust.edu.vn,0989316191
173536,Đinh Việt Duy,1,std173536@sis.hust.edu.vn,0989316192
173537,Dương Ngọc Dũng,1,std173537@sis.hust.edu.vn,0989316193
173538,Võ Ðức Bằng,1,std173538@sis.hust.edu.vn,0989316194
173539,Phan Mỹ Hoàn,0,std173539@sis.hust.edu.vn,0989316195
173540,Tô Khánh Hải,1,std173540@sis.hust.edu.vn,0989316196
173541,Tô Ngọc Hải,1,std173541@sis.hust.edu.vn,0989316197
173542,Võ Khánh Ngọc,0,std173542@sis.hust.edu.vn,0989316198
173543,Hoàng Việt Ngọc,1,std173543@sis.hust.edu.vn,0989316199
173544,Tô Thuận Phong,1,std173544@sis.hust.edu.vn,0989316200
173545,Lã Thanh Mẫn,0,std173545@sis.hust.edu.vn,0989316201
173546,Lê Ngọc Tuyết,0,std173546@sis.hust.edu.vn,0989316202
173547,Võ Lâm Nhi,0,std173547@sis.hust.edu.vn,0989316203
173548,Vũ Oanh Vũ,0,std173548@sis.hust.edu.vn,0989316204
173549,Lý Minh Ngọc,0,std173549@sis.hust.edu.vn,0989316205
173550,Phùng Ðức Hải,1,std173550@sis.hust.edu.vn,0989316206
173551,Lê Cát Tường,1,std173551@sis.hust.edu.vn,0989316207
173552,Lã Thu Ngọc,0,std173552@sis.hust.edu.vn,0989316208
173553,Phùng Duy Kính,1,std173553@sis.hust.edu.vn,0989316209
173554,Lê Trường Vũ,1,std173554@sis.hust.edu.vn,0989316210
173555,Trần Sao Băng,0,std173555@sis.hust.edu.vn,0989316211
173556,Lã Thụy Miên,0,std173556@sis.hust.edu.vn,0989316212
173557,Đặng Hải Thảo,0,std173557@sis.hust.edu.vn,0989316213
173558,Tô Duy Thành,1,std173558@sis.hust.edu.vn,0989316214
173559,Đặng Quốc Hòa,1,std173559@sis.hust.edu.vn,0989316215
173560,Đỗ Hoa Liên,0,std173560@sis.hust.edu.vn,0989316216
173561,Võ Bảo Lan,0,std173561@sis.hust.edu.vn,0989316217
173562,Lý Nhật Hoàng,1,std173562@sis.hust.edu.vn,0989316218
173563,Tô Huệ Lâm,0,std173563@sis.hust.edu.vn,0989316219
173564,Hồ Thanh Liêm,1,std173564@sis.hust.edu.vn,0989316220
173565,Lý Nguyệt Hà,0,std173565@sis.hust.edu.vn,0989316221
173566,Trần Mai Hiền,0,std173566@sis.hust.edu.vn,0989316222
173567,Hồ Trúc Sinh,1,std173567@sis.hust.edu.vn,0989316223
173568,Đặng Ánh Thơ,0,std173568@sis.hust.edu.vn,0989316224
173569,Hoàng Kim Ly,0,std173569@sis.hust.edu.vn,0989316225
173570,Hồ Thái San,1,std173570@sis.hust.edu.vn,0989316226
173571,Đinh Minh Toàn,1,std173571@sis.hust.edu.vn,0989316227
173572,Vũ Quyết Thắng,1,std173572@sis.hust.edu.vn,0989316228
173573,Bùi Thế Hùng,1,std173573@sis.hust.edu.vn,0989316229
173574,Phạm Cẩm Hường,0,std173574@sis.hust.edu.vn,0989316230
173575,Đặng Việt Huy,1,std173575@sis.hust.edu.vn,0989316231
173576,Phùng Minh Sơn,1,std173576@sis.hust.edu.vn,0989316232
173577,Vũ Nhã Uyên,0,std173577@sis.hust.edu.vn,0989316233
173578,Hồ Tôn Lễ,1,std173578@sis.hust.edu.vn,0989316234
173579,Đinh Quang Triệu,1,std173579@sis.hust.edu.vn,0989316235
173580,Hoàng Ðạt Dũng,1,std173580@sis.hust.edu.vn,0989316236
173581,Lý Hiền Mai,0,std173581@sis.hust.edu.vn,0989316237
173582,Hồ Khoa Trưởng,1,std173582@sis.hust.edu.vn,0989316238
173583,Bùi Sao Băng,0,std173583@sis.hust.edu.vn,0989316239
173584,Đinh Gia Hưng,1,std173584@sis.hust.edu.vn,0989316240
173585,Đinh Giang Thiên,0,std173585@sis.hust.edu.vn,0989316241
173586,Lý Hoài Bắc,1,std173586@sis.hust.edu.vn,0989316242
173587,Hồ Thái Lan,0,std173587@sis.hust.edu.vn,0989316243
173588,Võ Đan Thư,0,std173588@sis.hust.edu.vn,0989316244
173589,Nguyễn Thu Việt,0,std173589@sis.hust.edu.vn,0989316245
173590,Vũ Hải My,0,std173590@sis.hust.edu.vn,0989316246
173591,Đặng Gia Anh,1,std173591@sis.hust.edu.vn,0989316247
173592,Tô Khánh Ngân,0,std173592@sis.hust.edu.vn,0989316248
173593,Hồ Ðông Dương,1,std173593@sis.hust.edu.vn,0989316249
173594,Phan Phúc Cường,1,std173594@sis.hust.edu.vn,0989316250
173595,Lã Duy Mỹ,0,std173595@sis.hust.edu.vn,0989316251
173596,Lê Thiện Tiên,0,std173596@sis.hust.edu.vn,0989316252
173597,Hoàng Nguyễn Hải An,1,std173597@sis.hust.edu.vn,0989316253
173598,Đặng Huy Tuấn,1,std173598@sis.hust.edu.vn,0989316254
173599,Phùng Nghị Lực,1,std173599@sis.hust.edu.vn,0989316255
173600,Võ Công Hoán,1,std173600@sis.hust.edu.vn,0989316256
173601,Ngô Tuấn Hải,1,std173601@sis.hust.edu.vn,0989316257
173602,Phạm Đông Tuyền,0,std173602@sis.hust.edu.vn,0989316258
173603,Trần Sơn Trang,1,std173603@sis.hust.edu.vn,0989316259
173604,Trần Duy Thông,1,std173604@sis.hust.edu.vn,0989316260
173605,Dương Ngọc Loan,0,std173605@sis.hust.edu.vn,0989316261
173606,Bùi Tuấn Khải,1,std173606@sis.hust.edu.vn,0989316262
173607,Võ Duy Minh,1,std173607@sis.hust.edu.vn,0989316263
173608,Đinh Thanh Thúy,0,std173608@sis.hust.edu.vn,0989316264
173609,Phùng Thanh Vinh,1,std173609@sis.hust.edu.vn,0989316265
173610,Lý Tuấn Thành,1,std173610@sis.hust.edu.vn,0989316266
173611,Đặng Vân Hà,0,std173611@sis.hust.edu.vn,0989316267
173612,Nguyễn Vân Thanh,0,std173612@sis.hust.edu.vn,0989316268
173613,Phan Dạ Lan,0,std173613@sis.hust.edu.vn,0989316269
173614,Phan Thanh Sơn,1,std173614@sis.hust.edu.vn,0989316270
173615,Vũ Minh Thắng,1,std173615@sis.hust.edu.vn,0989316271
173616,Lý Hồng Phát,1,std173616@sis.hust.edu.vn,0989316272
173617,Lã Hữu Bảo,1,std173617@sis.hust.edu.vn,0989316273
173618,Trần Hồ Bắc,1,std173618@sis.hust.edu.vn,0989316274
173619,Hoàng Chiêu Dương,0,std173619@sis.hust.edu.vn,0989316275
173620,Đỗ Phước Huệ,0,std173620@sis.hust.edu.vn,0989316276
173621,Phan Việt Tuyết,0,std173621@sis.hust.edu.vn,0989316277
173622,Bùi Mạnh Ðình,1,std173622@sis.hust.edu.vn,0989316278
173623,Hoàng Bằng Sơn,1,std173623@sis.hust.edu.vn,0989316279
173624,Hoàng Mộc Miên,0,std173624@sis.hust.edu.vn,0989316280
173625,Hồ Nhật Nam,1,std173625@sis.hust.edu.vn,0989316281
173626,Lý Khắc Vũ,1,std173626@sis.hust.edu.vn,0989316282
173627,Phùng Việt Dương,1,std173627@sis.hust.edu.vn,0989316283
173628,Dương Uyển Nhi,0,std173628@sis.hust.edu.vn,0989316284
173629,Dương Việt Duy,1,std173629@sis.hust.edu.vn,0989316285
173630,Phùng Quốc Mỹ,1,std173630@sis.hust.edu.vn,0989316286
173631,Phùng Hồng Thịnh,1,std173631@sis.hust.edu.vn,0989316287
173632,Đặng Thắng Lợi,1,std173632@sis.hust.edu.vn,0989316288
173633,Hồ Yến Thanh,0,std173633@sis.hust.edu.vn,0989316289
173634,Phan Thúy Phượng,0,std173634@sis.hust.edu.vn,0989316290
173635,Đỗ Hạnh Trang,0,std173635@sis.hust.edu.vn,0989316291
173636,Lê Ðoàn Tụ,1,std173636@sis.hust.edu.vn,0989316292
173637,Ngô Mỹ Huệ,0,std173637@sis.hust.edu.vn,0989316293
173638,Đặng Tường Minh,1,std173638@sis.hust.edu.vn,0989316294
173639,Phan Hoàng Mai,0,std173639@sis.hust.edu.vn,0989316295
173640,Đỗ Thiên Duyên,0,std173640@sis.hust.edu.vn,0989316296
173641,Ngô Hiệp Vũ,1,std173641@sis.hust.edu.vn,0989316297
173642,Lý Trí Thắng,1,std173642@sis.hust.edu.vn,0989316298
173643,Phùng Hương Trà,0,std173643@sis.hust.edu.vn,0989316299
173644,Đặng Bảo Quyên,0,std173644@sis.hust.edu.vn,0989316300
173645,Đặng Thế Duyệt,1,std173645@sis.hust.edu.vn,0989316301
173646,Hoàng Thi Ngôn,0,std173646@sis.hust.edu.vn,0989316302
173647,Võ Xuân Cao,1,std173647@sis.hust.edu.vn,0989316303
173648,Đinh Thanh Ðạo,1,std173648@sis.hust.edu.vn,0989316304
173649,Đặng Bá Cường,1,std173649@sis.hust.edu.vn,0989316305
173650,Trần Nhật Hà,0,std173650@sis.hust.edu.vn,0989316306
173651,Bùi Phương Mai,0,std173651@sis.hust.edu.vn,0989316307
173652,Lã Hải Thụy,1,std173652@sis.hust.edu.vn,0989316308
173653,Phạm Tố Tâm,0,std173653@sis.hust.edu.vn,0989316309
173654,Ngô Lê Quỳnh,0,std173654@sis.hust.edu.vn,0989316310
173655,Hoàng Thiện Dũng,1,std173655@sis.hust.edu.vn,0989316311
173656,Đặng Minh Kỳ,1,std173656@sis.hust.edu.vn,0989316312
173657,Vũ Mạnh Tường,1,std173657@sis.hust.edu.vn,0989316313
173658,Lý Mạnh Tuấn,1,std173658@sis.hust.edu.vn,0989316314
173659,Phùng Minh Thủy,0,std173659@sis.hust.edu.vn,0989316315
173660,Phan Bá Phước,1,std173660@sis.hust.edu.vn,0989316316
173661,Vũ Minh Khánh,1,std173661@sis.hust.edu.vn,0989316317
173662,Đỗ Linh Duyên,0,std173662@sis.hust.edu.vn,0989316318
173663,Ngô Phi Cường,1,std173663@sis.hust.edu.vn,0989316319
173664,Dương Mạnh Hùng,1,std173664@sis.hust.edu.vn,0989316320
173665,Hồ Mỹ Vân,0,std173665@sis.hust.edu.vn,0989316321
173666,Hồ Bảo Long,1,std173666@sis.hust.edu.vn,0989316322
173667,Lý Minh Quang,1,std173667@sis.hust.edu.vn,0989316323
173668,Bùi Mỹ Lan,0,std173668@sis.hust.edu.vn,0989316324
173669,Đinh Huệ Phương,0,std173669@sis.hust.edu.vn,0989316325
173670,Đinh Ngọc Hân,0,std173670@sis.hust.edu.vn,0989316326
173671,Lã Việt Yến,0,std173671@sis.hust.edu.vn,0989316327
173672,Hồ Thục Nhi,0,std173672@sis.hust.edu.vn,0989316328
173673,Phạm Nam Dương,1,std173673@sis.hust.edu.vn,0989316329
173674,Bùi Ngọc Trinh,0,std173674@sis.hust.edu.vn,0989316330
173675,Đỗ Mỹ Duyên,0,std173675@sis.hust.edu.vn,0989316331
173676,Đinh Phương Trạch,1,std173676@sis.hust.edu.vn,0989316332
173677,Hoàng Tố Nhi,0,std173677@sis.hust.edu.vn,0989316333
173678,Ngô Hải Yến,0,std173678@sis.hust.edu.vn,0989316334
173679,Hoàng Thiên Lương,1,std173679@sis.hust.edu.vn,0989316335
173680,Tô Hồng Thụy,1,std173680@sis.hust.edu.vn,0989316336
173681,Ngô Hạnh Thảo,0,std173681@sis.hust.edu.vn,0989316337
173682,Lý Gia Thiện,1,std173682@sis.hust.edu.vn,0989316338
173683,Lã Hạc Cúc,0,std173683@sis.hust.edu.vn,0989316339
173684,Hoàng Gia Minh,1,std173684@sis.hust.edu.vn,0989316340
173685,Nguyễn Việt Khang,1,std173685@sis.hust.edu.vn,0989316341
